lastName,gender
Dąbrowski-Partyka,f
Dąbrowski-Podwika,f
Dąbrowski-Sawka,f
Dąbrowski-Źrołka,f
Dąbrówka,f
Dedka,f
Defratyka,f
Dejda-Krzemionka,f
Dejka,f
Dejnaka,f
Dejneka,f
Deka,f
Deleka,f
Delka,f
Dembetzka,f
Dembińśka,f
Dembna-Rączka,f
Dembowski-Grodzka,f
Dementka,f
Demeszko-Włuka,f
Demętka,f
Denejka,f
Deneka,f
Denka,f
Denkowski-Stroka,f
Dentka,f
Denuszek-Sroka,f
Depka,f
Derendal-Kolka,f
Deres-Zawadzka,f
Derewiaka,f
Derewianka,f
Derewlanka,f
Derka,f
Derlatka,f
Dermiaka,f
Derndal-Kolka,f
Derszka,f
Deszczka,f
Deszczułka,f
Deszka,f
Deśka,f
Detka,f
Dewódzka,f
Dewudzka,f
Dębiński-Chlupka,f
Dębowski-Krydka,f
Dębowski-Mączka,f
Dębowski-Plewka,f
Dębowski-Siejka,f
Dętka,f
Dibelka,f
Dindorf-Kotyczka,f
Dirszka,f
Diurka,f
Długokędzka,f
Długołędzka,f
Długosz-Golonka,f
Długosz-Hojka,f
Długosz-Kobiałka,f
Długosz-Mataśka,f
Dłutowski-Brechelka,f
Dobek-Sroka,f
Dobka,f
Dobosiewicz-Breszka,f
Dobosiewicz-Pełka,f
Dobosz-Białka,f
Dobrogodzka,f
Dobrogowski-Zielonka,f
Dobroszka,f
Dobrowodzka,f
Dobrowolski-Sroka,f
Dobrowolski-Tryka,f
Dobrowolski-Widenka,f
Dobrudzka,f
Dobrzyński-Kaczka,f
Dobrzyński-Rutka,f
Dojka,f
Doktór-Pyszka,f
Dolatka,f
Dolewka,f
Dolężka,f
Doliwka,f
Dolka,f
Dołędzka,f
Dołęzka,f
Dołężka,f
Dołgoruka,f
Dołżycki-Myćka,f
Domagała-Sojka,f
Domański-Gałązka,f
Domański-Łuczka,f
Domaradzka,f
Domarecki-Maleszka,f
Domaredzka,f
Domaszka,f
Dombka,f
Dombrowski-Szubka,f
Domeradzka,f
Domeredzka,f
Domieradzka,f
Dominika,f
Domka,f
Domoradzka,f
Domradzka,f
Domuradzka,f
Donajgrodzka,f
Donchor-Liszka,f
Doniczka,f
Doniec-Zawidzka,f
Donika,f
Dońka,f
Dopiłka,f
Dopka,f
Doppka,f
Dorczak-Gałka,f
Dorlatka,f
Dorodzka,f
Dorre-Muzyka,f
Doruch-Gruszka,f
Dotka,f
Dożynka,f
Dójka,f
Dółka,f
Draczka,f
Dragan-Ostrówka,f
Dragan-Widełka,f
Draka,f
Dranka,f
Draszawka,f
Draszewka,f
Draszka,f
Dratwianka,f
Drażka,f
Drąg-Czeladka,f
Drąka,f
Drecki-Wojtyczka,f
Dreczka,f
Drećka,f
Drejer-Zielonka,f
Drejka,f
Drewka,f
Drewniak-Rączka,f
Drewniak-Sorówka,f
Drobenka,f
Drobiński-Krzemionka,f
Drobionka,f
Drobka,f
Drobnionka,f
Drojka,f
Dronka,f
Drozdowski-Kozaczka,f
Drozdowski-Pszczółka,f
Droździk-Makówka,f
Drożdżówka,f
Drożdż-Szczypka,f
Dróbka,f
Drózka,f
Dróźka,f
Dróżka,f
Drupka,f
Druszka,f
Drutejka,f
Druźka,f
Drużka,f
Drybka,f
Dryjka,f
Dryka,f
Drywka,f
Drzewudzka,f
Dubajka,f
Dubaka,f
Dubatówka,f
Dubeltówka,f
Dubicki-Łatka,f
Dubieleśka,f
Dubiella-Sroka,f
Dubienka,f
Dubieńka,f
Dubka,f
Dublanka,f
Dubowski-Sroka,f
Duchnicki-Tylutka,f
Duczka,f
Dućka,f
Dudacy-Torka,f
Duda-Durka,f
Duda-Lipka,f
Dudeczka,f
Dudek-Dronka,f
Dudek-Grzyśka,f
Dudek-Mańka,f
Dudek-Maślanka,f
Dudka,f
Dudzianiec-Weszka,f
Dudzicz-Surówka,f
Dudzik-Dutka,f
Duffka,f
Dufka,f
Dujka,f
Duka,f
Dukat-Funka,f
Dulika,f
Duliński-Litewka,f
Dulka,f
Dulkiewicz-Pliszka,f
Dulniawka,f
Dułka,f
Dumeradzka,f
Dumka,f
Dunin-Łabędzka,f
Dunka,f
Duńka,f
Dupońka,f
Duraj-Białka,f
Dureczka,f
Durka,f
Durlatka,f
Duro-Czerwonka,f
Durtka,f
Durydiwka,f
Duszka,f
Duszyczka,f
Dutka,f
Dużałka,f
Dworzański-Surdyka,f
Dwulatka,f
Dwurzyński-Grzegrzółka,f
Dwurzyński-Zawadzka,f
Dybionka,f
Dybka,f
Dybowski-Pałka,f
Dyczka,f
Dyka,f
Dyktyński-Mańka,f
Dyląg-Osemka,f
Dylążanka,f
Dyleczka,f
Dylka,f
Dyłka,f
Dymaczewski-Glinka,f
Dymka,f
Dymowski-Gałązka,f
Dynaka,f
Dyneka,f
Dynka,f
Dyńka,f
Dypka,f
Dyrka,f
Dyrschka,f
Dyrszka,f
Dyszka,f
Dytka,f
Dziadosz-Słomka,f
Dziadzia-Sojka,f
Dziadzka,f
Dziamka,f
Dziapka,f
Dziduszko-Szpyrka,f
Dzieciątka,f
Dziedzic-Gryka,f
Dziedzic-Pyka,f
Dziejka,f
Dziekan-Gąbka,f
Dziemianka,f
Dziergawka,f
Dzierka,f
Dzierlatka,f
Dzieszka,f
Dzieweńka,f
Dziewiątka,f
Dziewonka,f
Dzięgiel-Rączka,f
Dzika,f
Dzik-Sroka,f
Dzióbka,f
Dziółka,f
Dziubaczka,f
Dziubałka,f
Dziuban-Piętka,f
Dziuba-Żytka,f
Dziubka,f
Dziułka,f
Dziunka,f
Dziurka,f
Dziweńka,f
Dziwieńka,f
Dziwnogrodzka,f
Dziwoka,f
Dzwinka,f
Dzwonka,f
Dżabka,f
Ejgenberg-Monka,f
Eksterowicz-Pietruszka,f
Elka,f
Ellmann-Dutka,f
Elminowski-Hapka,f
Elster-Myszka,f
Emeka,f
Emka,f
Endraszka,f
Engel-Płonka,f
Eynarowicz-Pałka,f
Faberski-Czajka,f
Fabiński-Liszka,f
Fabrowski-Sroka,f
Fabryka,f
Fajanka,f
Fajka,f
Fajkowski-Zawadzka,f
Faka,f
Falendzka,f
Faliński-Czajka,f
Falkiewicz-Sójka,f
Falkowski-Sroka,f
Faltynowski-Grażka,f
Fałkowski-Podstawka,f
Famułka,f
Fanka,f
Fasiczka,f
Faszynka,f
Fąfara-Kadłuczka,f
Fąka,f
Fecko-Skierka,f
Fedirka,f
Fedoryka,f
Feduszka,f
Felka,f
Fenc-Czajka,f
Fenówka,f
Ferdynandzka,f
Ferenc-Gerka,f
Ferenc-Skórka,f
Ferenzy-Główka,f
Ferka,f
Fernówka,f
Ferszka,f
Ferteka,f
Feszczak-Szmytka,f
Fetka,f
Fetnoczka,f
Fetta-Pietruszka,f
Fettka,f
Fetzka,f
Fiałka,f
Fiałkiewicz-Górka,f
Fica-Widenka,f
Fidurski-Miśka,f
Fidyka,f
Fiejka,f
Fierka,f
Figiela-Rutka,f
Figmąka,f
Figołuszka,f
Figulanka,f
Figułuszka,f
Figura-Motyka,f
Fijalka,f
Fijałka,f
Fijałkiewicz-Petryka,f
Fijka,f
Fik-Pałka,f
Filipczuk-Jagodzka,f
Filipek-Osinka,f
Filipowicz-Dyrka,f
Fiłka,f
Finka,f
Fiolka,f
Fiołka,f
Fiołkiewicz-Tyczka,f
Fiółka,f
Firadzka,f
Firka,f
Firlej-Liszka,f
Fischer-Mika,f
Fistek-Rzepka,f
Fistek-Wojtka,f
Fiszka,f
Fita-Sroka,f
Fityka,f
Fiur-Tyszka,f
Fiutka,f
Flaka,f
Flamandzka,f
Flaszen-Kozaczka,f
Flaszka,f
Fleszyński-Zbyszka,f
Fletka,f
Flis-Gałka,f
Flopka,f
Florczak-Mańka,f
Floreka,f
Floriańczyk-Otoka,f
Florka,f
Fluder-Brzezinka,f
Fobka,f
Fojcik-Lipka,f
Fojudzka,f
Fojut-Pałka,f
Fokt-Kośka,f
Fopka,f
Fortunka,f
Forusiński-Pytka,f
Foszczka,f
Fotschka,f
Fotzka,f
Fox-Gładka,f
Franek-Szczotka,f
Franka,f
Frankiewicz-Robótka,f
Frankowski-Cząstka,f
Franus-Grodzka,f
Franzka,f
Fraszka,f
Fratyka,f
Frażka,f
Frąckiewicz-Pałka,f
Frączek-Postulka,f
Frąszczka,f
Frejka,f
Frejtag-Mika,f
Freliszka,f
Frelka,f
Friczka,f
Friedman-Liszka,f
Frohmberg-Kawka,f
Fryczka,f
Frycz-Olszynka,f
Frystatzka,f
Fryszka,f
Fryzka,f
Fuczka,f
Fukas-Płonka,f
Fukuoka,f
Fuławka,f
Funika,f
Funka,f
Furka,f
Furmańczyk-Mańka,f
Furyna-Kukuryka,f
Furzanka,f
Fusiarka-Buka,f
Gabiński-Kukiełka,f
Gabka,f
Gabrielski-Krojenka,f
Gabryński-Jamka,f
Gabrysiak-Krzywosądzka,f
Gabryszewski-Konopka,f
Gacki-Klamka,f
Gackowski-Kosmatka,f
Gackowski-Zawadzka,f
Gadka,f
Gadułka,f
Gaffka,f
Gafka,f
Gagaszka,f
Gaideczka,f
Gajda-Gałązka,f
Gajda-Jagiełka,f
Gajda-Partyka,f
Gajdeczka,f
Gajdka,f
Gajdziński-Zielonka,f
Gajka,f
Gajkowski-Prętka,f
Gaj-Maślanka,f
Gajowczyk-Sneka,f
Gajówka,f
Gajtka,f
Gajżewski-Kostka,f
Galanka,f
Galasiński-Mąka,f
Galązka,f
Galeczka,f
Galewski-Kaletka,f
Galimurka,f
Galińka,f
Galiński-Szefka,f
Galka,f
Galus-Smołka,f
Galuszka,f
Gałach-Seroka,f
Gałaka,f
Gałazka,f
Gałązka,f
Gałązyka,f
Gałeczka,f
Gałek-Zawadzka,f
Gałenzyka,f
Gałęzka,f
Gałęzyka,f
Gałka,f
Gałkowski-Całka,f
Gałonzka,f
Gałuszka,f
Gałuszka-Sznapka,f
Gałyzka,f
Gamaradzka,f
Gambka,f
Gamułka,f
Gancarczyk-Pałka,f
Gantzka,f
Garbadzka,f
Garbino-Niedziółka,f
Garczarek-Miczka,f
Garczyński-Główka,f
Gardeła-Haberka,f
Garlak-Niedziółka,f
Garmulewicz-Kolka,f
Garstka,f
Garsztka,f
Garwadzka,f
Garztka,f
Gaschka,f
Gasiak-Pielka,f
Gasiewicz-Połonka,f
Gastka,f
Gaszka,f
Gasztka,f
Gaszyka,f
Gatka,f
Gatzka,f
Gaudnik-Pieszka,f
Gauszka,f
Gawandtka,f
Gawantka,f
Gawełka,f
Gawęcki-Mańka,f
Gawędzka,f
Gawiński-Zimorodzka,f
Gawlas-Rudzka,f
Gawlik-Kierepka,f
Gawlikowski-Mika,f
Gawłowski-Mroczka,f
Gawłowski-Sobótka,f
Gawrodzka,f
Gawrysiak-Zawadzka,f
Gazałka,f
Gazdajka,f
Gazdeczka,f
Gąbka,f
Gądek-Trynka,f
Gągałka,f
Gąsienica-Sieczka,f
Gąsiorek-Betka,f
Gdówka,f
Gebka,f
Gedka,f
Gedliczka,f
Geka,f
Gelka,f
Gełka,f
Gembaczka,f
Gembarowski-Klamka,f
Gembka,f
Genderka,f
Gensicki-Czerwionka,f
Gepka,f
Geppert-Połomka,f
Gerebka,f
Gerka,f
Gerlaczka,f
Germak-Mąka,f
Gersan-Myszka,f
Geszka,f
Getka,f
Gettka,f
Gębaczka,f
Gębala-Wyszogrodzka,f
Gębal-Palka,f
Gębczyński-Rzepka,f
Gębicki-Kawka,f
Gębicki-Polka,f
Gębka,f
Gępka,f
Gęsek-Kunka,f
Gęszka,f
Gętka,f
Gibalka,f
Gibałka,f
Gibka,f
Gibowski-Papka,f
Gieczewski-Piętka,f
Giedka,f
Giedyk-Gałązka,f
Gielka,f
Giembka,f
Gientka,f
Gierada-Lipka,f
Gieradka,f
Gierałka,f
Gierebka,f
Gierka,f
Gierlatka,f
Gierlotka,f
Giermakowski-Kawka,f
Gieroszka,f
Giertyczka,f
Gieruszka,f
Gietka,f
Giępka,f
Giętka,f
Giliciński-Domka,f
Gilka,f
Gil-Lubaszka,f
Giłka,f
Ginka,f
Gipka,f
Girka,f
Giszka,f
Giśka,f
Gizdoł-Gruszka,f
Gizelka,f
Giziński-Ciesiółka,f
Gizka,f
Giżka,f
Glapka,f
Glaszka,f
Glienka,f
Glinka,f
Glinka-Łapka,f
Gliński-Gałuszka,f
Gliński-Szwaczka,f
Gliwka,f
Glonka,f
Glon-Kunka,f
Glowienka,f
Glowka,f
Glubka,f
Gładka,f
Gładych-Konieczka,f
Gładzka,f
Głaszczka,f
Głatka,f
Głazowski-Klamka,f
Głęboka,f
Głowacki-Partyka,f
Głowacki-Siarka,f
Głowacki-Zawadzka,f
Głowacz-Pietruszka,f
Głowadzka,f
Głowiczka,f
Głowienka,f
Głowiński-Bejtka,f
Głowiński-Rybka,f
Głowka,f
Główka,f
Głuc-Bryłka,f
Głuchaczka,f
Głuszak-Rzechówka,f
Głuszczyński-Cierpka,f
Głuszek-Ziajka,f
Głuszka,f
Gmielka,f
Gnielka,f
Gniełka,f
Gnifka,f
Gnilka,f
Gniłka,f
Gniołka,f
Gniszka,f
Gniułka,f
Gnot-Lipka,f
Gnyszka,f
Gocałek-Gruszka,f
Goc-Sroka,f
Godzieszka,f
Godziński-Gruszka,f
Godziszka,f
Godzisz-Stegenka,f
Gogłuszka,f
Gogolewski-Kawka,f
Gogołka,f
Gogółka,f
Gogułka,f
Goinka,f
Gojdka,f
Gojka,f
Gojtka,f
Golanka,f
Golanowski-Borówka,f
Goleczka,f
Golembka,f
Golka,f
Golonka,f
Gołatka,f
Gołąbek-Zawadzka,f
Gołąbka,f
Gołdyka,f
Gołeczka,f
Gołembka,f
Gomulewski-Jabłeka,f
Gołębiowski-Główka,f
Gołka,f
Gołod-Borówka,f
Gołówka,f
Gołuszka,f
Gomerka,f
Gomolka,f
Gomołka,f
Gomoradzka,f
Gomóła-Reszka,f
Gomółka,f
Gomułka,f
Gomułka-Szyszka,f
Gondek-Słomka,f
Gonerka,f
Gonet-Sebastianka,f
Gonka,f
Gońka,f
Gorączka,f
Gorbeczka,f
Gordzelewski-Kawka,f
Goreczka,f
Gorka,f
Gorlaszka,f
Gorobika,f
Gorstka,f
Gorszka,f
Goryczka,f
Gorzałka,f
Gorzelewski-Bańka,f
Gorzelka,f
Gorzka,f
Gorzkowskka,f
Gorzolka,f
Gorzołka,f
Gorzyczka,f
Gos-Brzózka,f
Goszka,f
Gościej-Konopka,f
Gośka,f
Gotka,f
Gotówka,f
Gowarzewski-Kurka,f
Gowontka,f
Goworuszka,f
Goyka,f
Gozdal-Włóka,f
Gólczyńka,f
Gólka,f
Gółka,f
Gómółka,f
Gómułka,f
Góraka,f
Górakowski-Szyszka,f
Góralczyk-Pyka,f
Góralczyk-Zielonka,f
Góral-Gałązka,f
Góral-Partyka,f
Góral-Pełka,f
Górczyński-Żabka,f
Górecki-Konopka,f
Górecki-Szkółka,f
Góreczka,f
Góreczna-Derewianka,f
Górka,f
Górlikowski-Buńka,f
Górna-Szczotka,f
Górnicki-Hładka,f
Górnika,f
Górny-Kokoszka,f
Górski-Klekawka,f
Górski-Rzepka,f
Górski-Smolka,f
Górski-Tarka,f
Grabacki-Pietruszka,f
Grabarczyk-Trepka,f
Grabek-Szwaczka,f
Grabianka,f
Grabińśka,f
Grabiszewski-Gryka,f
Grabka,f
Grabowski-Czajka,f
Grabowski-Dąbka,f
Grabowski-Deneka,f
Grabowski-Gałązka,f
Grabowski-Kudełka,f
Grabowski-Lubaszka,f
Grabowski-Mąka,f
Grabowski-Motyka,f
Grabowski-Skórka,f
Gracjasz-Tylka,f
Graczyk-Wika,f
Gradka,f
Gradzka,f
Grafka,f
Grajek-Gomółka,f
Grajeta-Oględzka,f
Grajkowski-Soroka,f
Grajwodzka,f
Gralika,f
Gralik-Powałka,f
Gralka,f
Grałka,f
Gramatyka,f
Gramotka,f
Granczka,f
Graniczka,f
Granka,f
Grasiński-Szczotka,f
Graszka,f
Gratka,f
Gratzka,f
Grażka,f
Grąbka,f
Grądzka,f
Grązka,f
Grążka,f
Greczka,f
Gredka,f
Grefka,f
Gregorczyk-Czapka,f
Gregorowicz-Pawełka,f
Grelka,f
Grembka,f
Grempka,f
Grendka,f
Grenka,f
Greszka,f
Gretka,f
Grettka,f
Grębka,f
Grębosz-Zawadzka,f
Grędka,f
Grędziński-Jamka,f
Grędzka,f
Grępka,f
Grifka,f
Grinka,f
Grobelka,f
Grochalski-Zielonka,f
Grochodzka,f
Grochowianka,f
Grochowski-Trynka,f
Grochulski-Lipka,f
Grodzicki-Gruszka,f
Grodzka,f
Grolik-Śliwka,f
Gromadka,f
Gromadzka,f
Gromatka,f
Gromądzka,f
Grombelka,f
Grombka,f
Gromka,f
Gromotka,f
Gronau-Sroka,f
Grondzka,f
Gronka,f
Gronkiewicz-Przygodzka,f
Gronżka,f
Grosser-Pyka,f
Groszka,f
Grotzka,f
Gródka,f
Grubka,f
Gruchała-Radzka,f
Gruchawka,f
Gruczka,f
Grudka,f
Grudziński-Kopka,f
Grudzka,f
Grudźka,f
Gruk-Jurka,f
Grulka,f
Grund-Gałązka,f
Grunka,f
Grupka,f
Gruschka,f
Gruszczyński-Kuczka,f
Gruszecki-Rączka,f
Gruszeczka,f
Gruszka,f
Gruszka-Uliczka,f
Gruśka,f
Gruzdow-Rzepka,f
Grużlewski-Czajka,f
Grycuk-Czerwonka,f
Gryczka,f
Gryfka,f
Grygorcewicz-Kaliwoszka,f
Grygoruk-Rzepka,f
Gryka,f
Gryłka,f
Grynka,f
Gryszka,f
Gryszówka,f
Gryśka,f
Grytka,f
Grytzka,f
Gryzełka,f
Gryzka,f
Grzadka,f
Grzanka,f
Grząbka,f
Grządka,f
Grząka,f
Grząpka,f
Grzechynka,f
Grzechyńka,f
Grzeczka,f
Grzegorka,f
Grzegorzewski-Kózka,f
Grzegorzka,f
Grzegorzyca-Buszka,f
Grzegółka,f
Grzegrzółka,f
Grzegrzułka,f
Grzegrzutka,f
Grzegułka,f
Grzejka,f
Grzelak-Rządzka,f
Grzelązka,f
Grzelążka,f
Grzelewka,f
Grzelka,f
Grzeluszka,f
Grzembka,f
Grzemiszka,f
Grzempka,f
Grzesik-Gałka,f
Grzesik-Płonka,f
Grzesiowski-Mika,f
Grzesiuk-Pałka,f
Grzeszczuk-Gałązka,f
Grzeszczyk-Wronka,f
Grześka,f
Grześk-Mąka,f
Grzewka,f
Grzezułka,f
Grzeżółka,f
Grzeżułka,f
Grzębka,f
Grzgólka,f
Grzmiączka,f
Grzonka,f
Grzunka,f
Grzybkowski-Malitka,f
Grzyb-Krupka,f
Grzybowski-Styka,f
Grzymka,f
Grzyszka,f
Grzyśka,f
Grzywka,f
Grzyzka,f
Gubka,f
Gudojć-Szoka,f
Gudowski-Nitka,f
Gudyka,f
Gudz-Nitka,f
Gugałka,f
Gugolka,f
Gugółka,f
Gugułka,f
Gulka,f
Gumółka,f
Gumułka,f
Gunerka,f
Gunia-Strzałka,f
Guńka,f
Gurazda-Łazutka,f
Gurbiel-Gniłka,f
Gurka,f
Gutka,f
Gutkowka,f
Gutowiec-Beśka,f
Gutowski-Konopka,f
Gutowski-Rybka,f
Guziak-Domeradzka,f
Guz-Konopka,f
Guzowski-Wodarka,f
Guzółka,f
Gużkowski-Zawadzka,f
Gwiazdka,f
Gwistka,f
Gwizdka,f
Gzinka,f
Gzymka,f
Haase-Kuczka,f
Habdank-Wojewódzka,f
Haberka,f
Habinka,f
Habirek-Gruszka,f
Habisiak-Rudzka,f
Habraszka,f
Habryka,f
Hacała-Zawadzka,f
Hachułka,f
Hacia-Zawadzka,f
Hada-Olszanka,f
Hadelka,f
Hadka,f
Hadrawa-Terka,f
Hadrian-Masłyka,f
Hadryś-Konopka,f
Haduch-Żyłka,f
Hafka,f
Haftka,f
Haidka,f
Haiwka,f
Hajdka,f
Hajduczka,f
Hajduk-Łydka,f
Hajduk-Podkówka,f
Hajeczka,f
Hajka,f
Hajtka,f
Haka,f
Halagarda-Cząstka,f
Halajka,f
Halaszka,f
Halądka,f
Halątka,f
Halbetzka,f
Halenka,f
Haliczka,f
Halinka,f
Haliszka,f
Halka,f
Halontka,f
Haloszka,f
Halski-Pionka,f
Halszka,f
Halupka,f
Haluszka,f
Hałabuz-Maślanka,f
Hałamuszka,f
Hałka,f
Hałówka,f
Hałubka,f
Hałunka,f
Hałupka,f
Hałuszka,f
Hamberg-Jarzynka,f
Hamelka,f
Hamerka,f
Hamerlika,f
Hamerski-Kobyłka,f
Hamielec-Machaczka,f
Hamilka,f
Hamułka,f
Hanaka,f
Hanczka,f
Hanćka,f
Hanka,f
Hansel-Przygodzka,f
Hanuszka,f
Hanyż-Nagrodzka,f
Hanzelka,f
Hańczka,f
Hańćka,f
Hańka,f
Hapka,f
Harasimczuk-Kępka,f
Harasim-Grzelka,f
Harążka,f
Harciczka,f
Harędzka,f
Harłoziński-Szmyrka,f
Harmaciński-Nyczka,f
Hartka,f
Hartliński-Palka,f
Haschka,f
Hasiec-Kukułka,f
Haśka,f
Hateńka,f
Hatka,f
Hauka,f
Haupka,f
Hawelka,f
Hawełka,f
Hawenka,f
Hawro-Krajka,f
Hawrylinka,f
Hazuka,f
Hebraszka,f
Hefka,f
Hejka,f
Helenka,f
Helka,f
Helon-Dzika,f
Heluszka,f
Heluszka-Jabłonka,f
Hełka,f
Hemka,f
Henczka,f
Hendtka,f
Hendyka,f
Henka,f
Henryka,f
Hentka,f
Hentosz-Ryka,f
Heńczka,f
Heńka,f
Hepka,f
Herbetka,f
Herczka,f
Herka,f
Herliczka,f
Herman-Makówka,f
Hermanowicz-Dryka,f
Hesse-Dybka,f
Hetka,f
Heyka,f
Heynar-Majka,f
Hęćka,f
Hildebrański-Krupka,f
Hilka,f
Hintzka,f
Hirschka,f
Hirszka,f
Hiszka,f
Hlawaty-Żmigrodzka,f
Hlek-Marchewka,f
Hlibka,f
Hlinka,f
Hlipka,f
Hładka,f
Hławiczka,f
Hławka,f
Hływka,f
Hniłka,f
Hnydka,f
Hnywka,f
Hodorowicz-Palka,f
Hodyl-Lipka,f
Hodynka,f
Hofka,f
Hoika,f
Hoinka,f
Hojka,f
Holewka,f
Holiat-Łątka,f
Holinka,f
Holipka,f
Holka,f
Holobinka,f
Holontka,f
Holowka,f
Holuka,f
Holzhausen-Sieradzka,f
Hołka,f
Hołotka,f
Hołowka,f
Hołówka,f
Hołubiczka,f
Hołubinka,f
Hołubka,f
Hołyński-Kossobudzka,f
Hołyński-Marchewka,f
Homka,f
Homolka,f
Honka,f
Hońka,f
Hoptij-Owsianka,f
Horeglad-Pajka,f
Horka,f
Horski-Łopatka,f
Horwath-Suszka,f
Houszka,f
Houźwiczka,f
Howeryng-Rączka,f
Howiyka,f
Howorka,f
Hożynka,f
Hójka,f
Hrabia-Gąbka,f
Hrabka,f
Hraboka,f
Hranyczka,f
Hrapka,f
Hreczka,f
Hreśka,f
Hruszka,f
Hrynewka,f
Hryniuka,f
Hrynkiewicz-Szpyrka,f
Hrywka,f
Hubka,f
Huczka,f
Hudyka,f
Hulalka,f
Hulanka,f
Huliczka,f
Hulimka,f
Hulinka,f
Hulka,f
Hulka-Soroka,f
Humka,f
Hunka,f
Huńka,f
Hupka,f
Hurka,f
Huschka,f
Husejka,f
Huszczka,f
Hutka,f
Hwiłka,f
Hylka,f
Hyłka,f
Hymka,f
Hynka,f
Hypka,f
Hyszka,f
Ich-Paczuszka,f
Ieka,f
Iglanka,f
Igliczka,f
Ignaczka,f
Ignatowicz-Belka,f
Ilczuk-Sztompka,f
Ilka,f
Illich-Poliwka,f
Iłka,f
Imbierowski-Szefka,f
Indeka,f
Indryka,f
Indyka,f
Inowłodzka,f
Isaak-Golonka,f
Ishizaka,f
Iskierka,f
Iskierski-Gałka,f
Iwanetzka,f
Iwanow-Burka,f
Iwańczyk-Deka,f
Iwasiewicz-Rudka,f
Iwina-Szyszka,f
Izdebsaka,f
Izdebski-Ratka,f
Izdebski-Wałęka,f
Izydorczyk-Żyłka,f
Iżycki-Rączka,f
Jedziński-Troka,f
Jegielka,f
Jegiołka,f
Jegliczka,f
Jeglinka,f
Jegodka,f
Jeka,f
Jelonkiewicz-Rudzka,f
Jeławka,f
Jełka,f
Jenczmianka,f
Jenczmiołka,f
Jenczmionka,f
Jenderka,f
Jendretzka,f
Jendrośka,f
Jendryczka,f
Jendryka,f
Jendryszka,f
Jendyka,f
Jerka,f
Jerozalski-Łąka,f
Jersak-Czyrka,f
Jeruszka,f
Jerzman-Czajka,f
Jerzmionka,f
Jesiąka,f
Jesiołowski-Sroka,f
Jesionka,f
Jeszka,f
Jeśka,f
Jetka,f
Jettka,f
Jezierski-Perka,f
Jeziorecki-Prentka,f
Jeżka,f
Jeżyczka,f
Jeżyna-Kunka,f
Jęczmianka,f
Jęczmionka,f
Jęderka,f
Jędraczka,f
Jędras-Sztuczka,f
Jędraszka,f
Jędroszka,f
Jędrośka,f
Jędruszka,f
Jędrycha-Konwalijka,f
Jędryczka,f
Jędryka,f
Jędryszka,f
Jędrzejczyk-Dzika,f
Jędrzejewski-Motyka,f
Jędrzejewski-Perka,f
Jędrzejewski-Pieczonka,f
Jędrzejka,f
Jędrzejowka,f
Jędrzejowski-Czajka,f
Jędrzejowski-Hełka,f
Jędrzejowski-Szypułka,f
Jędyczka,f
Jędyka,f
Jękot-Rzepka,f
Jęśka,f
Jiłka,f
Jochim-Szczuka,f
Jodełka,f
Jodka,f
Jodłowski-Szczuka,f
Jojka,f
Joka,f
Jonaszka,f
Jonca-Gałązka,f
Jonka,f
Jończyk-Rybka,f
Jordeczka,f
Jorka,f
Jowdiuk-Zawadzka,f
Jójka,f
Jórdeczka,f
Jóźka,f
Jóźwiak-Bułka,f
Jóźwiak-Czajka,f
Jóźwik-Czajka,f
Jóźwik-Stenka,f
Juchelka,f
Juchełka,f
Judka,f
Judzka,f
Jujeczka,f
Jujka,f
Julka,f
Junka,f
Junka-Olendzka,f
Juraszczyk-Gruszka,f
Juraszka,f
Juraszyk-Puka,f
Jurczyszyn-Kańka,f
Jurdeczka,f
Jureczka,f
Jureka,f
Jurek-Podkówka,f
Jurenka,f
Juretzka,f
Jurgawka,f
Jurgiel-Sobótka,f
Jurka,f
Jurkian-Końka,f
Jurkiewicz-Szpilka,f
Jurkowski-Mółka,f
Jurneczka,f
Justka,f
Juszczynka,f
Juszka,f
Jutka,f
Jutrzenka,f
Jutrzonka,f
Juźka,f
Jużka,f
Jabczanka,f
Jableka,f
Jablonka,f
Jabłeka,f
Jabłonka,f
Jabłonka-Pasieka,f
Jabłonowski-Snadzka,f
Jabłoński-Beśka,f
Jabłoński-Biedka,f
Jabłoński-Lampka,f
Jabłoński-Trepka,f
Jachimowicz-Kupka,f
Jachowicz-Jeszka,f
Jachymczyk-Tyrka,f
Jackowski-Molka,f
Jacożyński-Brydzka,f
Jadachowski-Tabaka,f
Jaedtka,f
Jagielski-Miarka,f
Jagiełka,f
Jagiełło-Derlatka,f
Jagiełło-Markiewka,f
Jagiełło-Tyszka,f
Jagiełło-Wycinka,f
Jagitka,f
Jagodka,f
Jagodziński-Kępka,f
Jagodziński-Szefka,f
Jagodziński-Wyszogrodzka,f
Jagodzka,f
Jagódka,f
Jagódzka,f
Jagudzka,f
Jahnka,f
Jajówka,f
Jajuga-Płoskonka,f
Jaka,f
Jakiełka,f
Jakimowa-Skrodzka,f
Jakowlew-Zielonka,f
Jakóbowski-Kępka,f
Jaksa-Pliszka,f
Jakubiczka,f
Jakubiec-Puka,f
Jakubowski-Gębka,f
Jakubowski-Kawka,f
Jakubowski-Kudełka,f
Jakubowski-Marchewka,f
Jakubowski-Sawka,f
Jałowiczka,f
Jałówka,f
Jama-Majtyka,f
Jamka,f
Jamroszka,f
